word,type,lang,count
ilov duittt https://t.co/uonWkmTZQb,PER,fr,1
RT @bleedintearss,ORG,en,1
@xxyybd,ORG,en,1
koi kaam,PERSON,en,1
Eid Mubarak,PERSON,en,1
RT @McDonalds,ORG,en,2
the last day,DATE,en,2
Sebastian,CARDINAL,en,1
RT @ArnoldPoernomo: Ngl,ORG,en,1
Karafuru,ORG,en,1
RT @Ayyycaaaa,ORG,en,1
Jangan Fl00p,ORG,en,1
bhl,ORG,en,1
Yu dong,PERSON,en,1
RT @DFGJARG,ORG,en,1
stan mari,PERSON,en,1
@ketololan_tolol Jerry,PERSON,en,1
@radenrauf,ORG,en,1
Dasar https://t.co/tJ9lfhgxLS,PER,es,1
18,CARDINAL,en,1
#OurSunshineJeongwooDay,MONEY,en,1
#__,MONEY,en,2
4,MONEY,en,1
#VR #Analytics,MONEY,en,1
AR #Robotics,ORG,en,1
ETH,ORG,en,1
hobi &lt;3,ORG,en,1
Today,DATE,en,1
punya kucing,PERSON,en,1
yoongi teasing hobi,PERSON,en,1
Tumne,ORG,en,1
Misi,PERSON,en,1
yuk muttualan,PERSON,en,1
70 kg,QUANTITY,en,1
""" Hobi",WORK_OF_ART,en,1
bangtan,PERSON,en,1
Yash,ORG,en,1
KGF nallina,PERSON,en,1
nalli,ORG,en,1
BamBam,ORG,en,1
KBS Music Bank,ORG,en,1
Mutualan yu,PERSON,en,1
rt ya,PERSON,en,3
201030,DATE,en,1
Music Bank,ORG,en,1
# #DINO #,MONEY,en,1
Ways To Take Medical Marijuana,ORG,en,1
#medicalmarijuana #marijuana #,MONEY,en,1
"♥︎
- Rt &amp",PERSON,en,1
lipat baju,PERSON,en,1
basah2,NORP,en,1
ayu ting ting - siq,PERSON,en,1
Salman khan,PERSON,en,1
Main,GPE,en,1
Khanna,PERSON,en,1
Julab,PERSON,en,1
Salman ke guest,PERSON,en,1
hua Salman,PERSON,en,1
30,CARDINAL,en,1
bahaya hai,PERSON,en,1
Fir Khan,PERSON,en,1
Puppet &,ORG,en,1
Yasss,ORG,en,1
#MAMAMOO # #,MONEY,en,1
genre ku,PERSON,en,1
CRH,ORG,en,1
Theee Kim Kardashian,PERSON,en,1
KAREEM &lt;3 &,ORG,en,1
Apni Duaon Ma,PERSON,en,1
PhD,WORK_OF_ART,en,1
Beza tau antara pandai dengan bijaksana,PERSON,en,1
Yang selalu kita jumpa adalah kebodohan,PERSON,en,1
Congrats,NORP,en,1
Jahan,GPE,en,1
ki marzi hogi,PERSON,en,1
beth jain,PERSON,en,1
sal jee k through,PERSON,en,1
DTU m hua h. Fees,ORG,en,1
18 h. M 15,QUANTITY,en,1
DTU k bank,ORG,en,1
jara hu,PERSON,en,1
ho para,PERSON,en,1
kese bhru,PERSON,en,1
khud ka,PERSON,en,1
CANCELBOARDEXAM,PERSON,en,1
Bharat,NORP,en,1
Bada,FAC,en,1
West Bengal,PERSON,en,1
class10,PERSON,en,1
har ek state apni,PERSON,en,1
hei,ORG,en,1
Agar,PERSON,en,1
ke taiari kab lenge,PERSON,en,1
Ps,ORG,en,1
103,CARDINAL,en,1
karwadai,ORG,en,1
Moga,PERSON,en,1
dimurahkan rezeki,PERSON,en,1
kali ganda k,PERSON,en,1
Germany,GPE,en,1
92%,PERCENT,en,1
pakistan ke,ORG,en,1
59%,PERCENT,en,1
khalko k,PERSON,en,1
Strike*,PERSON,en,1
#ICRC_SaveMyanmarPrisoners,MONEY,en,1
asik namanya bener,PERSON,en,1
u hehe,PERSON,en,1
Trainees Jobs,PERSON,en,1
kerja baju,PERSON,en,1
Kehne ko,PERSON,en,1
Taliban,ORG,en,1
Matlab,NORP,en,1
Akora Khattak,PERSON,en,1
IBN Sina Medical,ORG,en,1
Dhaka,ORG,en,1
Bangladesh,GPE,en,5
IBN Sina Medical College,ORG,en,1
Dhaka,GPE,en,1
Waise bhi,GPE,en,1
Kya,PERSON,en,1
Kam,PERSON,en,1
MUSIC BANK,ORG,en,1
Butuh k̶a̶m̶u̶,PER,es,1
KKB,ORG,nl,4
TERRORISTEN,ORG,nl,2
AANKOMST,ORG,nl,2
ANGEL,ORG,nl,2
OF,ORG,nl,2
DEATH,ORG,nl,2
400,CARDINAL,nl,2
SOLDIERS INFANTERY BATTALION,ORG,nl,2
315/GARUDA,CARDINAL,nl,2
NAAR,ORG,nl,2
TERROTIST,ORG,nl,2
GROUP,ORG,nl,2
RT @aulmaulidiana,ORG,en,2
tim,PERSON,en,1
RT @WayV_official,ORG,en,1
WayV_‘Kick Back,PERSON,en,1
Images(Stranger,ORG,en,1
#WayV #,MONEY,en,1
威神V https://t.co/12rp3hPgno,PERSON,en,1
adalah punya,PERSON,en,1
Dia,PERSON,en,1
katanya,DATE,en,1
#BBNaija,MONEY,en,1
#aDulTs,MONEY,en,1
78392928,DATE,en,1
ahh amaranthian devil hobi,ORG,en,1
#Canine #Mammal #,MONEY,en,1
#Plant #Bulldog,ORG,en,1
##Dogs ##Pets,MONEY,en,1
##Viral,MONEY,en,1
##Explore,MONEY,en,1
##Retweet,MONEY,en,1
#booksbooksbooks #,MONEY,en,1
#technology #,MONEY,en,1
nethink bakal,PERSON,en,1
Saya,PERSON,en,1
#langtwt #,MONEY,en,1
ku dua,PERSON,en,1
ku shopping,PERSON,en,1
ku,PERSON,en,1
RT @moonyyangg,ORG,en,1
gua nctzen,PERSON,en,1
mutualan kuy,PERSON,en,1
Attack,PERSON,en,1
Titan,GPE,en,1
RT @dumbricardo,PERSON,en,1
only two,CARDINAL,en,1
RT @samjjj000,ORG,en,1
50,MONEY,en,2
24,CARDINAL,en,1
HOURS,ORG,en,1
@panggilajaAl morning,TIME,en,1
Nahloh,LOC,de,1
Dasar https://t.co/s48uSErKKC,PER,es,1
RT @classivy,PERSON,en,1
bismillah,PERSON,en,1
🙏,ORG,en,2
RT @Rockyde20400827:,ORG,en,1
Betfury Information / Referral Page,ORG,en,1
nctzen wayzenni mutualan,PERSON,en,1
yuk rt+like yaa,PERSON,en,1
RT @Jjungcookie,ORG,en,1
Hai,PERSON,en,1
RT @zhroap,ORG,en,1
RT @fullsunxjs,ORG,en,1
nctzen n,PERSON,en,1
ga,PERSON,en,1
RT @ttheantikris,ORG,en,1
1st,ORDINAL,en,3
2021.05.10,PERSON,en,2
KST,ORG,en,3
#맛_HotSauce,CARDINAL,en,2
NCTDREAM_맛_HotSau,MONEY,en,1
6.45 PM,TIME,en,1
10 PM,TIME,en,1
RT @Crownxjaem,PERSON,en,1
Nctzen,ORG,en,1
RT @doydoyoung32:,ORG,en,1
wayzenni mutualan kuy,PERSON,en,1
🤗,ORG,en,1
Christian,NORP,en,1
ChooseSAA,PRODUCT,en,1
iba talaga ang,ORG,en,1
SAA,ORG,en,1
2018,DATE,en,2
baki,GPE,en,1
Jordan,PERSON,en,1
Sarah,PERSON,en,2
Business Administration,ORG,en,1
Yonsei University,ORG,en,1
2012,DATE,en,1
hii kenyan,ORG,en,1
ya kina Don,PERSON,en,1
Indian,NORP,en,1
ek aisa,PERSON,en,1
myb as partner,ORG,en,1
u &lt;3,ORG,en,1
Makanya,GPE,en,1
dia bahagia,PERSON,en,1
sakit dan sedih,PERSON,en,1
Internal,ORG,en,1
languages yang,PERSON,en,1
Mandarin,LANGUAGE,en,1
japanese,NORP,en,1
Kwame Nkrumah - Biography,ORG,en,1
2021_22,CARDINAL,en,1
lgi,PERSON,en,1
hein,PERSON,en,1
Aathmahathya Cheskundi,PERSON,en,1
Next Day Terrace Pai Okadine Padukuna,DATE,en,1
yang ada depression,PERSON,en,1
cari masa luang masa,ORG,en,1
bersama dia,ORG,en,1
agar sags,PERSON,en,1
dilwa,PRODUCT,en,1
jeyse nalayq,PERSON,en,1
ki hame,PERSON,en,1
zaroorat nahi,PERSON,en,1
Health Department Bahawalnagar,ORG,en,1
2020,DATE,en,1
RT @eaJnotEYaj:,PERSON,en,1
kushal ke,PERSON,en,1
woh jiske bahar aane,PERSON,en,1
Marathi,ORG,en,1
kk ki,PERSON,en,1
Mudinchu,GPE,en,1
RT @LolaBashangMsgs,PERSON,en,1
nyana jo,PERSON,en,1
Seokjin,GPE,en,1
@brownsgrboba,PERSON,en,1
RT @SM_NCT_BACKUP,ORG,en,1
210419,DATE,en,1
TEN,MONEY,en,1
https://t.co/NdIl5XEqDL,PERSON,nl,1
eid mubarak,PERSON,en,1
Alhamdulillah 😊😊😊,PERSON,en,1
mutualan kuy,PER,pt,1
@salsaalsabil,PERSON,en,1
RT @AREAJULID,ORG,en,1
Park Jisung Best Boy,PERSON,en,1
"Jisung Ace
Park",PERSON,en,1
RT @dyongct,ORG,en,1
yaa &lt;33,ORG,en,1
RT @shayuuji,PERSON,en,1
tysm🥰,PERSON,en,1
#Advent #,MONEY,en,1
@rihanna,ORG,en,1
RT @CycloneKole,ORG,en,1
Issa,PERSON,en,1
#follow #,MONEY,en,1
@brenda_hiatt - topics,PERSON,en,1
Regency Romance,PERSON,en,1
Contemporary Romance,PERSON,en,1
Time,ORG,en,1
RT @HARUhiro,ORG,ja,1
5200: ≪,TIME,ja,1
"QqctrQCq
Instagram☞",ORG,ja,1
"co/f7mmSra9pl
#ファインダー",ORG,ja,1
mantab bed https://t.co/SMAALtBaE4,PERSON,en,1
Favo,ORG,ja,1
06:,TIME,ja,1
FOLLOWBACKJP,ORG,ja,1
FOLLOWME,ORG,ja,1
AUTOFOLLOW,PRODUCT,ja,1
SOUGOFOLLOW,PRODUCT,ja,1
GOEN,ORG,ja,1
MUSTFOLLOW,PRODUCT,ja,1
TEAMFOL,ORG,ja,1
these days,DATE,en,1
#fashion #,MONEY,en,3
brid,PERSON,en,1
RT @Maria6795,ORG,en,1
this year,DATE,en,2
#lifemade #,MONEY,en,1
100万体,QUANTITY,ja,1
Oregon,GPE,en,1
#guns #rifles #,MONEY,en,1
RT @follow,ORG,ja,2
Aries,ORG,ja,1
19:,TIME,ja,1
photosnap,GPE,ja,1
ミスターヤングメン https://t.co/nuKZsHg0K0,PRODUCT,ja,1
mantab bed https://t.co/oiRLnImWPq,PERSON,en,1
Follow Me👈 &,PRODUCT,en,1
One,CARDINAL,en,2
2019,DATE,en,1
#cameraless #,MONEY,en,1
#alternativephoto #,MONEY,en,1
mantab,NORP,en,2
https://t.co/jP8ZYW5mQM,PERSON,en,1
RT @KissMeAgain99,ORG,en,1
Yesterday,DATE,en,1
Tomorrow,DATE,en,1
#GoodMorning #Joy #,MONEY,en,1
south korea,GPE,en,1
https://t.co/uNNU35cmNN,MISC,es,1
Minefields,PERSON,fi,1
Apple Music Pop Charts,PRODUCT,fi,1
1 / 2,LAW,fi,1
20.,ORDINAL,fi,1
Jordan,GPE,fi,1
28.,ORDINAL,fi,1
34,CARDINAL,fi,1
Saudi Arabia,GPE,fi,1
35.,ORDINAL,fi,1
42,CARDINAL,fi,1
56,CARDINAL,fi,1
74,CARDINAL,fi,1
Canada,LANGUAGE,fi,1
76.,ORDINAL,fi,1
96.,ORDINAL,fi,1
127,CARDINAL,fi,1
Bahrain,PRODUCT,fi,1
148,CARDINAL,fi,1
Korea,GPE,fi,1
PacMan,PRODUCT,en,1
Jungkook Mixtape,PERSON,en,1
Jungkook Acting Career,PERSON,en,1
playing hobi's,ORG,en,1
Drakor,PERSON,en,1
1988,DATE,en,1
Kahwin pun tak celah mana,PERSON,en,1
KOREA,GPE,en,1
1Bambi #BAEKHYUN,MONEY,en,1
EXO,ORG,en,1
malham,PERSON,en,1
Bondi,ORG,en,1
huyi hoti hai,PERSON,en,1
Ani,PERSON,en,1
malham laga,PERSON,en,1
woh wala scene,PERSON,en,1
jaanna tha,PERSON,en,1
Olahraga Pria,PERSON,en,1
ayu ting ting,PERSON,en,1
RT @happy,ORG,ja,1
happy,ORG,ja,1
"follomejp
#",ORG,ja,1
followme,ORG,ja,2
First,ORDINAL,en,1
#InternationalCheetahDay #,MONEY,en,1
RT @registry_e,ORG,en,1
Chinoiserie Themed,PERSON,en,1
Ayla Dimitri,PERSON,en,1
Rama Devara,PERSON,en,1
RT @iRalph09:,ORG,en,1
#marugameph #,MONEY,en,1
@HEAD_PADEL #,MISC,es,1
"Like 
2) F++ @HEAD_PADEL",MISC,es,1
Nombro,MISC,es,1
@rexbloise,MISC,es,1
2z,QUANTITY,ja,1
"東京カメラ部 
#写真",ORG,ja,1
25IJ,QUANTITY,ja,1
RT @fate,ORG,ja,1
sougofollow #,ORG,ja,2
"followme
",ORG,ja,1
2019年12月11日,DATE,ja,1
水曜日,DATE,ja,1
18時18分54秒,TIME,ja,1
Marijuana,PERSON,en,1
this season,DATE,en,1
https://t.co/I7XerU3hoR,PERSON,en,1
#BrokenFin #,MONEY,en,1
Art Quake,ORG,en,1
3-9 April,DATE,en,1
The Museum of Kyoto,WORK_OF_ART,en,1
"サンダル
パジャマシャツ",ORG,ja,1
サマーコーデュロイ,ORG,ja,1
"9I7Xs
",QUANTITY,ja,1
#FridayThoughts #FridayFeeling,MONEY,en,1
#followme #,MONEY,en,1
folla,PERSON,en,1
kabla ya corona,PERSON,en,1
meray,PERSON,en,1
neuro aur,PERSON,en,1
hai aur 25 march,PRODUCT,en,1
21 day,DATE,en,1
lockdown hai,PERSON,en,1
bachi hai,PERSON,en,1
9:30 pm,TIME,en,1
ho gai,PERSON,en,1
26,CARDINAL,en,1
hogi ya nahi,PERSON,en,1
RT @Anyanski,PERSON,en,1
mantab bed,PERSON,en,2
RT @Emily_Grace_NJT,ORG,en,1
Fulham,ORG,en,1
RT @EbonyPages,ORG,en,1
#repost,MONEY,en,1
Nashville,GPE,en,1
#giraffe #,MONEY,en,1
https://t.co/PvxDvrXmFq,ORG,en,1
kaman hobi,PRODUCT,en,1
Dol,PERSON,en,1
BUCKET,PERSON,en,1
"😃
風",ORG,ja,1
RT @ViajeParana,PER,pt,1
lago Iapó,LOC,pt,1
Londrina,LOC,pt,1
Ivanil,MISC,pt,1
RT @biomorphos,ORG,en,1
20 - 30%OFF,QUANTITY,en,1
#ReintegrationBlog,MONEY,en,1
RelationshipManag,PERSON,en,1
RT @Nails_Glitters: Clothiies,ORG,en,1
UKGiftAM,GPE,en,1
the year,DATE,en,1
Buddha at Angkor Thom,ORG,en,1
Cambodia,GPE,en,1
#wanderlust #,MONEY,en,1
#lovetravel #,MONEY,en,1
Christmas,DATE,en,1
• 📸- dgphotographyinte,PERSON,en,1
RT @alltravelbag:,ORG,en,1
DLX,ORG,en,1
Hardside Spinner,PERSON,en,1
https://t.co/6fdK69Sgi7,ORG,en,1
mantab bed https://t.co/ezEdMApC6L,ORG,en,1
#bottleofbud #yuhyuh,MONEY,en,1
sana,PERSON,en,1
RT @Efrain256484390,ORG,en,1
🤙,ORG,en,1
♀,GPE,en,1
BeachCamping,WORK_OF_ART,en,1
#Sunset #Water,MONEY,en,1
#Surf #SaltLife #Playa,ORG,en,1
#fursona #,MONEY,en,1
https://t.co/x7KHgM94Ag,PRODUCT,ja,1
https://t.co/uwHGYKmC,PRODUCT,ja,1
8q,QUANTITY,ja,1
https://t.co/nJ0zS03ukp,PRODUCT,ja,1
Salad Niçoise,PERSON,en,1
Duncan Weston,PERSON,en,1
14,CARDINAL,en,1
https://t.co/Xd7XR69ma2,GPE,en,1
#etsy,MONEY,en,1
digitalart,MONEY,en,1
yang aku dah saya,PERSON,en,1
4r,CARDINAL,en,1
RT @pumpkingummyy,ORG,en,1
JUAL YOUTUBE PREMIUM,PERSON,en,1
"dan dana

t. jual",PERSON,en,1
nord vpn,PERSON,en,1
Twitter,PERSON,en,1
Facebook Page,WORK_OF_ART,en,1
gallery https://t.co/n,PERSON,en,1
RT @CarrieGlora: Death valley - California,ORG,en,1
California,GPE,en,1
DeathValley https://t.co/4CJ4GRDUYx https://t.co/JjgQlT,PERSON,en,1
https://t.co/IoNvIrJ74D,ORG,en,1
20%,PERCENT,en,1
https://t.co/gyNVBzt0Og,PRODUCT,en,1
Friday December 20th,DATE,en,1
last minute,TIME,en,1
ddaeng hobi,PERSON,en,1
Bangtan,GPE,en,1
RT @HosenSalmun: Check,ORG,en,1
#social_media_manager #,MONEY,en,1
Yellow Print Bikini,PERSON,en,1
PNK SWN,ORG,en,1
27.99,MONEY,en,1
#design #,MONEY,en,1
#JVPositive #,MONEY,en,1
#quotes,MONEY,en,1
RT @Chris_Donaho:,ORG,en,1
Desecrating Eden,FAC,en,1
Mark,PERSON,en,1
Claire,PERSON,en,1
Cupcake Short-Sleeve,PERSON,en,1
⏩ https://t.co/UNTvU1fFlx  👈,PERSON,en,1
#CsArtistrys #,MONEY,en,1
RT @Boondockfinds,ORG,en,1
Sisters Camping Vintage Photograph &,ORG,en,1
Frame Lesbian Gay Interest https://t.co/VpO8V7rw2r,ORG,en,1
follow,ORG,ja,1
24 hours,TIME,en,1
konten seventeen,PERSON,en,1
jtbc dong min,PERSON,en,1
tu lahai,PERSON,en,1
https://t.co/PKpsY4cCGt,PERSON,en,1
RT @charts_k,ORG,en,1
Butter MV,PERSON,en,1
290 million,CARDINAL,en,1
YouTube,ORG,en,1
ButterTo300M,PERSON,en,1
RT @sof1azara03,ORG,en,1
$50,MONEY,en,1
12hrs,DATE,en,1
@teamincrypto,ORG,en,1
RT @TJCobain,ORG,en,1
25,MONEY,en,1
the next 60 minutes,TIME,en,1
Follow Myself &amp,ORG,en,1
Turn On Notification,WORK_OF_ART,en,1
RT @uusbiasaaja,PER,de,1
Pffftt @yourbae,ORG,de,1
RT @BIGHITINFO: Replay link Sowoozoo,ORG,en,1
1/2,CARDINAL,en,1
dan,PERSON,en,1
7,CARDINAL,en,1
RT @HAECHNRA,ORG,en,1
nctzen wayzenni mari mutualan,PERSON,en,1
Future〗⠀,ORG,en,1
RT @vprlle,PERSON,en,2
@MUTUALANDFESS Yu,PERSON,en,1
@bapaocoklats,NORP,en,1
@slenophiilee haloo,PERSON,en,1
https://t.co/IKB9zjT4QH,MISC,es,1
Haloo,PERSON,en,1
DAN MIX PARLAY,PERSON,en,1
DAFTAR,ORG,en,1
LINK,PERSON,en,1
GROUP,ORG,en,1
Character Song,PERSON,en,1
Doki Doki Waku Waku,WORK_OF_ART,en,1
Maybach Music II,ORG,en,1
Telugu,GPE,en,1
Kabza,PERSON,en,1
Maphorisa &,ORG,en,1
Masego,PERSON,en,1
STANDART,PERSON,en,1
20k,DATE,en,1
40k,DATE,en,1
Minat,GPE,en,1
zonauang,MONEY,en,1
RANKING,ORG,en,1
#korfball #,MONEY,en,1
korfbal,ORG,en,1
# # #,MONEY,en,1
kk massive #CeaseNSekkleParty,ORG,en,1
Aladdin,ORG,en,1
- Eric Sohn,PERSON,en,1
nagala kasama ang,PERSON,en,1
Enjoy,PERSON,en,1
Masafumi Takada - Beautiful,PERSON,en,1
sofisjapan,WORK_OF_ART,en,1
haangatadze kudya,PERSON,en,1
inn yauchatenga achinzwa,PERSON,en,1
Marty Balin -,PERSON,en,1
Atlanta,GPE,en,1
#MMGA #,MONEY,en,1
70s,MONEY,en,1
Kuami Eugene,PERSON,en,1
Aplikasi Premium,PERSON,en,1
Youtube,GPE,en,1
Netflix,GPE,en,1
Wattpad,ORG,en,1
Apple Music,ORG,en,1
Iqiyi,ORG,en,1
Remini,GPE,en,1
Viu,GPE,en,1
Wattpad,PERSON,en,1
Canva,PERSON,en,1
Piscart,PERSON,en,1
Disney Hotstar,PERSON,en,1
#zonauang,MONEY,en,1
Lady Gaga,PERSON,en,2
murah,PERSON,en,2
Del,PERSON,en,1
kookie,GPE,en,1
VLIVE Happy,PERSON,en,1
KOOKIEDAY,ORG,en,1
Kungfu,PERSON,en,1
M. Night Shyamalan,PERSON,en,1
muskura,GPE,en,1
hai jisse,ORG,en,1
Kati,PERSON,en,1
Mahhn,PERSON,en,1
Kansiriike,PERSON,en,1
JUNKYU BIRTH,PERSON,en,1
mana ^^,ORG,en,1
english,LANGUAGE,en,1
20,CARDINAL,en,1
16,CARDINAL,en,1
jdu ki,PERSON,en,1
@IAF_MCC,ORG,en,1
Leh &amp;Jakarta,ORG,en,1
14643,DATE,en,1
RT @andihiyat,ORG,de,1
Shopping,GPE,en,1
Shopping,ORG,en,1
@JOH__phrodite haloo,PERSON,en,1
@Lidnjun haloo,PERSON,en,1
@panglimasantuy haloo,PERSON,en,1
@chessssz haloo,PERSON,en,1
RT @nksthi,MISC,es,1
Hari ini kuputuskan untuk,MISC,es,1
WIM Chelsi Monica,ORG,es,1
RT @APEntertainment,ORG,en,1
AP,ORG,en,1
last month,DATE,en,1
RM,ORG,en,1
PARK JIMIN,PERSON,en,1
RT @kookpiics,ORG,en,1
☁,ORG,en,1
#JUNGKOOK #정국 @BTS_twt,MONEY,en,1
#FaveChoreography #,MONEY,en,1
Sungdeuk,PERSON,en,1
selfie,PRODUCT,en,1
RT @syeinana,ORG,en,1
"nanadongies,",ORG,en,1
luv u,ORG,en,1
@Bang_Garr,PERSON,en,2
55,MONEY,en,1
2500,DATE,en,1
PHP,ORG,en,1
750.000,CARDINAL,en,1
IDR,ORG,en,2
Garangan,PERSON,en,2
JOHNNY,PERSON,en,1
HAPPYJOHNNYDAY,ORG,en,1
#쟈니,MONEY,en,1
NCT127 https://t.co/U4FahG1rJW,ORG,en,1
RT @Jae_Day6,placeName,pl,1
du'a,NORP,en,1
@r4tbabie haloo,PERSON,en,1
mutualan yukk,PERSON,en,2
suka jbjb ayo,PERSON,en,1
mutualan‼️,GPE,en,1
haii nctzen wayzenni,PERSON,en,1
"Moa, Engene",ORG,en,1
tysm &lt;3,ORG,en,1
Mandra,ORG,en,1
Shombong,PERSON,en,1
JIMIN                PARK,PERSON,en,1
@radenrauf,GPE,en,1
波兰,GPE,zh,2
内政部,ORG,zh,1
一,CARDINAL,zh,1
议会,ORG,zh,1
Gk,PERSON,en,1
Engene,PERSON,en,1
marie mutualan yanc,PERSON,en,1
RT @naajaevan,ORG,en,1
RT @nanaabunny,ORG,en,1
🏻‍,CARDINAL,en,1
🙆🏻‍,ORG,en,1
RT @pacarnnajaemin,ORG,en,1
ppe hai brother,PERSON,en,1
nctzen dll,PERSON,en,1
RT @regahl:,ORG,en,1
yang mau mutualan,PERSON,en,1
#FPILaskarHoax,MONEY,en,1
@cloudzssz,ORG,en,1
ten million dollars,MONEY,en,1
RT @CatherinePaiz,MISC,es,1
RT @Alhamdhulillaah,LOC,ro,1
Surem,ORG,en,1
😔,PRODUCT,en,1
RT @Anime,ORG,en,1
Godzilla,PERSON,en,1
Kong Film's,PERSON,en,1
5 Days to March 31,DATE,en,1
RT @Anime: Happy Birthday,ORG,en,1
Shizuo Heiwajima,PERSON,en,1
Durarara,PERSON,en,1
GIF,ORG,en,1
RT @Anime:,ORG,en,1
Platinum,ORG,en,1
Miyu Irino,PERSON,en,1
Yui Ogura,PERSON,en,1
https://t.co/viQIojVvto,PERSON,en,1
https://t.co/pYbC16JGca,ORG,fi,1
100,MONEY,en,1
12 hours,TIME,en,1
Yukks,PERSON,en,1
JAEMIN,PERSON,en,1
Jessica Parker,PERSON,en,1
https://t.co/I8Xyx3WxHy,GPE,nl,1
afternoon,TIME,en,1
@Anyaselalubenar,NORP,en,1
RT @vantaesmilk,ORG,en,1
https://t.co/RCYzBEAY5c,PERSON,en,1
Nitip juga,PERSON,en,1
Doyi,PERSON,en,1
pta hai,PERSON,en,1
Data Science and Analytics,ORG,en,1
88%,PERCENT,en,1
bhai,GPE,en,1
Mehnat kro,PERSON,en,1
kak,ORG,en,1
android,ORG,en,1
mutu kake ndi ngati ya,PERSON,en,1
Pastu,PERSON,en,1
Ada yang,PERSON,en,1
Ramai,ORG,en,1
kekadang ada yang,PERSON,en,1
Raffi,ORG,en,1
Bananaphone,ORG,en,1
https://t.co/wF15x6xPJ4,GPE,en,1
https://t.co/Uk7NfRJ2FI,GPE,en,1
RT @Srjmxrell,ORG,en,1
2300,DATE,en,1
680.000,CARDINAL,en,1
09,CARDINAL,en,1
180 minutes,TIME,en,1
RT @PramuajiAjay,PERSON,en,1
the last 4 years,DATE,en,1
2019 - Pi,DATE,en,1
mutualan yo,PERSON,en,1
RT @Nunajiminnn: Haii,ORG,en,1
jugaa gapapa:3,GPE,en,1
mau cari mutualan baru &gt;.&lt,PERSON,en,1
@MUTUALANDFESS1 Okeyy,ORG,en,1
Mjb,ORG,en,1
kahh,PERSON,en,1
RT @ruanggalau_id,GPE,en,1
RT @myboodoyie,ORG,en,1
YOK,ORG,en,1
HELP RT/LIKE,ORG,en,1
1975,DATE,en,1
the days,DATE,en,1
